sales_pk,date,store_id,store_name,store_city,store_state,store_region,store_type,department,category,subcategory,item_name,plu_code,unit_type,units_sold,item_count,unit_price,revenue,transactions
2026-04-20__store_006__PLU-3114,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Tropical,Mangoes,PLU-3114,each,92,97,1.45,133.4,38
2026-04-20__store_006__PLU-4430,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Tropical,Pineapple,PLU-4430,each,48,55,2.84,136.32,32
2026-04-20__store_006__PLU-4046,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Tropical,Avocado,PLU-4046,each,288,334,1.29,371.52,190
2026-04-20__store_006__PLU-4394,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Tropical,Papaya,PLU-4394,each,47,62,2.48,116.56,36
2026-04-20__store_006__PLU-3143,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Berries,Strawberries,PLU-3143,pint,94,110,3.83,360.02,59
2026-04-20__store_006__PLU-3219,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Berries,Blueberries,PLU-3219,pint,101,107,4.36,440.36,70
2026-04-20__store_006__PLU-3218,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Berries,Raspberries,PLU-3218,pint,75,83,4.98,373.5,37
2026-04-20__store_006__PLU-3221,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Produce,Fruit,Berries,Blackberries,PLU-3221,pint,62,72,5.24,324.88,38
2026-04-20__store_006__PLU-O3090,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Organic,Organic Vegetables,Organic Greens,Organic Spinach,PLU-O3090,bag,29,36,5.61,162.69,14
2026-04-20__store_006__PLU-O3627,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Organic,Organic Vegetables,Organic Greens,Organic Kale,PLU-O3627,bunch,46,61,4.71,216.66,34
2026-04-20__store_006__PLU-O3096,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Organic,Organic Vegetables,Organic Greens,Organic Arugula,PLU-O3096,bag,14,17,6.02,84.28,9
2026-04-20__store_006__PLU-O3143,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Organic,Organic Fruit,Organic Berries,Organic Strawberries,PLU-O3143,pint,64,79,6.31,403.84,40
2026-04-20__store_006__PLU-O3219,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Organic,Organic Fruit,Organic Berries,Organic Blueberries,PLU-O3219,pint,35,41,7.31,255.85,20
2026-04-20__store_006__PLU-4899,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Herbs,Culinary Herbs,Fresh Herbs,Basil,PLU-4899,bunch,38,52,2.43,92.34,23
2026-04-20__store_006__PLU-4898,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Herbs,Culinary Herbs,Fresh Herbs,Cilantro,PLU-4898,bunch,86,93,1.42,122.12,40
2026-04-20__store_006__PLU-4901,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Herbs,Culinary Herbs,Fresh Herbs,Parsley,PLU-4901,bunch,68,92,1.35,91.8,51
2026-04-20__store_006__PLU-4902,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Herbs,Culinary Herbs,Fresh Herbs,Mint,PLU-4902,bunch,36,50,2.06,74.16,22
2026-04-20__store_006__PLU-4903,2026-04-20,store_006,Lakeway Fresh,Lakeway,TX,Central,Suburban,Fresh Herbs,Culinary Herbs,Fresh Herbs,Rosemary,PLU-4903,bunch,37,49,2.28,84.36,19
